name,nation,position,detailed_position,age,birth_date,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name,team_code,team_logo_url,player_id,player_image_url,season
Raúl Albiol,Spain,DEFENDER,CENTRE_BACK,40,1985-09-04,12,1045,0,0,0,1,0,Villarreal CF,VIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/70691.png,69168,https://img.uefa.com/imgml/TP/players/1/2022/324x324/69168.jpg,2021-22
David Alaba,Austria,DEFENDER,FULL_BACK,33,1992-06-24,12,1040,1,0,0,1,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,1906540,https://img.uefa.com/imgml/TP/players/1/2022/324x324/1906540.jpg,2021-22
Mohamed Salah,Egypt,FORWARD,WINGER,33,1992-06-15,13,1008,8,2,1,0,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250052469,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250052469.jpg,2021-22
Ederson,Brazil,GOALKEEPER,UNKNOWN,32,1993-08-17,11,1003,0,0,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250073809,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250073809.jpg,2021-22
Riyad Mahrez,Algeria,MIDFIELDER,WINGER,35,1991-02-21,12,986,7,2,2,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250070687,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250070687.jpg,2021-22
Dani Carvajal,Spain,DEFENDER,FULL_BACK,34,1992-01-11,11,959,0,1,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250024448,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250024448.jpg,2021-22
Casemiro,Brazil,MIDFIELDER,UNKNOWN,34,1992-02-23,11,914,0,0,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250057680,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250057680.jpg,2021-22
Luis Díaz,Colombia,FORWARD,CENTRAL_MIDFIELDER,29,1997-01-13,13,908,4,1,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250132811,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250132811.jpg,2021-22
Arnaut Danjuma,Netherlands,MIDFIELDER,STRIKER,29,1997-01-31,11,906,6,2,1,0,0,Villarreal CF,VIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/70691.png,250088104,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250088104.jpg,2021-22
Toni Kroos,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,36,1990-01-04,12,902,2,0,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,103147,https://img.uefa.com/imgml/TP/players/1/2022/324x324/103147.jpg,2021-22
Jan Vertonghen,Belgium,DEFENDER,CENTRE_BACK,39,1987-04-24,10,900,0,1,0,0,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,103704,https://img.uefa.com/imgml/TP/players/1/2022/324x324/103704.jpg,2021-22
Odysseas Vlachodimos,Greece,GOALKEEPER,GOALKEEPER,32,1994-04-26,10,900,0,0,0,1,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250023938,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250023938.jpg,2021-22
Jan Oblak,Slovenia,GOALKEEPER,GOALKEEPER,33,1993-01-07,10,900,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250012069,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250012069.jpg,2021-22
Juan Foyth,Argentina,DEFENDER,CENTRE_BACK,28,1998-01-12,10,891,0,0,0,1,0,Villarreal CF,VIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/70691.png,250147278,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250147278.jpg,2021-22
Bernardo Silva,Portugal,MIDFIELDER,ATTACKING_MIDFIELDER,31,1994-08-10,11,878,3,3,0,0,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250059115,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250059115.jpg,2021-22
Robert Lewandowski,Poland,FORWARD,STRIKER,37,1988-08-21,10,876,13,3,3,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250002096,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250002096.jpg,2021-22
Ferland Mendy,France,DEFENDER,FULL_BACK,30,1995-06-08,10,867,0,2,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250112803,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250112803.jpg,2021-22
Alejandro Grimaldo,Spain,DEFENDER,FULL_BACK,30,1995-09-20,10,863,0,3,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250042422,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250042422.jpg,2021-22
Fabinho,Brazil,MIDFIELDER,UNKNOWN,32,1993-10-23,13,849,1,0,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250053907,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250053907.jpg,2021-22
Rodri,Spain,MIDFIELDER,DEFENSIVE_MIDFIELDER,29,1996-06-22,10,842,0,0,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250082664,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250082664.jpg,2021-22
João Cancelo,Portugal,DEFENDER,FULL_BACK,32,1994-05-27,9,840,2,3,0,3,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250024746,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250024746.jpg,2021-22
Antonio Rüdiger,Germany,DEFENDER,CENTRE_BACK,33,1993-03-03,9,840,1,0,0,2,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250028211,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250028211.jpg,2021-22
Edouard Mendy,Senegal,GOALKEEPER,GOALKEEPER,34,1992-03-01,9,840,0,0,0,0,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250134380,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250134380.jpg,2021-22
Andy Robertson,Scotland,DEFENDER,UNKNOWN,32,1994-03-11,10,826,0,2,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250066157,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250066157.jpg,2021-22
Sadio Mané,Senegal,FORWARD,STRIKER,34,1992-04-10,13,822,5,1,0,2,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250061119,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250061119.jpg,2021-22
Reinildo,Mozambique,DEFENDER,FULL_BACK,32,1994-01-21,10,816,0,0,0,2,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250132831,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250132831.jpg,2021-22
Virgil van Dijk,Netherlands,DEFENDER,CENTRE_BACK,34,1991-07-08,9,810,0,1,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,50327420,https://img.uefa.com/imgml/TP/players/1/2022/324x324/50327420.jpg,2021-22
Manuel Neuer,Germany,GOALKEEPER,GOALKEEPER,40,1986-03-27,9,810,0,1,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,97923,https://img.uefa.com/imgml/TP/players/1/2022/324x324/97923.jpg,2021-22
Julian Weigl,Germany,MIDFIELDER,DEFENSIVE_MIDFIELDER,30,1995-09-08,9,810,0,0,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250070415,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250070415.jpg,2021-22
Nicolás Otamendi,Argentina,DEFENDER,UNKNOWN,38,1988-02-12,9,810,0,0,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250017040,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250017040.jpg,2021-22
Federico Valverde,Uruguay,MIDFIELDER,UNKNOWN,27,1998-07-22,11,804,0,1,0,2,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250101284,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250101284.jpg,2021-22
Leroy Sané,Germany,MIDFIELDER,WINGER,30,1996-01-11,10,798,6,6,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250063984,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250063984.jpg,2021-22
Trent Alexander-Arnold,England,DEFENDER,UNKNOWN,27,1998-10-07,9,794,0,4,0,2,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250076357,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250076357.jpg,2021-22
Aymeric Laporte,Spain,DEFENDER,CENTRE_BACK,32,1994-05-27,9,794,0,0,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250027046,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250027046.jpg,2021-22
Thomas Müller,Germany,FORWARD,WINGER,36,1989-09-13,10,778,4,3,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250003318,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250003318.jpg,2021-22
Benjamin Pavard,France,DEFENDER,UNKNOWN,30,1996-03-28,10,764,0,1,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250081921,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250081921.jpg,2021-22
Thiago Silva,Brazil,DEFENDER,CENTRE_BACK,41,1984-09-22,9,757,0,1,0,1,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250011954,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250011954.jpg,2021-22
Kevin De Bruyne,Belgium,MIDFIELDER,ATTACKING_MIDFIELDER,34,1991-06-28,10,734,2,4,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250008901,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250008901.jpg,2021-22
Ibrahima Konaté,France,DEFENDER,CENTRE_BACK,27,1999-05-25,8,720,2,0,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250091013,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250091013.jpg,2021-22
Milan Škriniar,Slovakia,DEFENDER,CENTRE_BACK,31,1995-02-11,8,720,1,0,0,1,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250041563,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250041563.jpg,2021-22
Lisandro Martínez,Argentina,DEFENDER,CENTRE_BACK,28,1998-01-18,8,720,0,1,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250132803,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250132803.jpg,2021-22
Rasmus Kristensen,Denmark,DEFENDER,FULL_BACK,28,1997-07-11,8,720,0,1,0,1,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250074850,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250074850.jpg,2021-22
Marquinhos,Brazil,DEFENDER,CENTRE_BACK,32,1994-05-14,8,720,0,1,0,0,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250064064,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250064064.jpg,2021-22
José Fonte,Portugal,DEFENDER,CENTRE_BACK,42,1983-12-22,8,720,0,0,0,3,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,101788,https://img.uefa.com/imgml/TP/players/1/2022/324x324/101788.jpg,2021-22
Philipp Köhn,Switzerland,GOALKEEPER,GOALKEEPER,28,1998-04-02,8,720,0,0,0,1,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250090955,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250090955.jpg,2021-22
Samir Handanovič,Slovenia,GOALKEEPER,GOALKEEPER,41,1984-07-14,8,720,0,0,0,0,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,68842,https://img.uefa.com/imgml/TP/players/1/2022/324x324/68842.jpg,2021-22
Achraf Hakimi,Morocco,DEFENDER,WINGER,27,1998-11-04,8,718,0,0,0,2,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250088061,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250088061.jpg,2021-22
Andreas Ulmer,Austria,DEFENDER,FULL_BACK,40,1985-10-30,8,716,0,0,0,2,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,101177,https://img.uefa.com/imgml/TP/players/1/2022/324x324/101177.jpg,2021-22
Gilberto,Brazil,DEFENDER,FULL_BACK,33,1993-03-07,9,715,1,0,0,1,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250086713,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250086713.jpg,2021-22
Brenden Aaronson,USA,MIDFIELDER,WINGER,25,2000-10-22,8,715,0,2,0,0,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250153214,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250153214.jpg,2021-22
Rafa Silva,Portugal,MIDFIELDER,STRIKER,33,1993-05-17,9,704,1,1,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250063447,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250063447.jpg,2021-22
Ryan Gravenberch,Netherlands,MIDFIELDER,CENTRAL_MIDFIELDER,24,2002-05-16,8,703,0,1,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250113001,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250113001.jpg,2021-22
Joshua Kimmich,Germany,MIDFIELDER,CENTRE_BACK,31,1995-02-08,8,702,0,0,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250070417,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250070417.jpg,2021-22
Marcos Llorente,Spain,MIDFIELDER,UNKNOWN,31,1995-01-30,9,700,0,0,0,3,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250079670,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250079670.jpg,2021-22
César Azpilicueta,Spain,DEFENDER,FULL_BACK,36,1989-08-28,9,679,1,1,0,1,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,103827,https://img.uefa.com/imgml/TP/players/1/2022/324x324/103827.jpg,2021-22
Jonathan David,Canada,FORWARD,ATTACKING_MIDFIELDER,26,2000-01-14,8,679,3,0,1,0,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250102035,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250102035.jpg,2021-22
Kylian Mbappé,France,FORWARD,STRIKER,27,1998-12-20,8,673,6,4,0,1,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250076574,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250076574.jpg,2021-22
Kai Havertz,Germany,MIDFIELDER,STRIKER,26,1999-06-11,9,672,3,0,0,1,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250087938,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250087938.jpg,2021-22
Mohamed Camara,Mali,MIDFIELDER,CENTRAL_MIDFIELDER,26,2000-01-06,8,672,0,0,0,2,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250117375,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250117375.jpg,2021-22
Sébastien Haller,Ivory Coast,FORWARD,STRIKER,31,1994-06-22,8,668,11,1,1,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250027043,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250027043.jpg,2021-22
Jordan Henderson,England,MIDFIELDER,CENTRAL_MIDFIELDER,35,1990-06-17,12,666,1,2,0,0,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250010260,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250010260.jpg,2021-22
Alessandro Bastoni,Italy,DEFENDER,CENTRE_BACK,27,1999-04-13,8,666,0,0,0,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250091199,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250091199.jpg,2021-22
Koke,Spain,MIDFIELDER,CENTRAL_MIDFIELDER,34,1992-01-08,9,665,0,1,0,1,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,1909917,https://img.uefa.com/imgml/TP/players/1/2022/324x324/1909917.jpg,2021-22
Rúben Dias,Portugal,DEFENDER,CENTRE_BACK,29,1997-05-14,8,664,0,0,0,0,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250058220,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250058220.jpg,2021-22
Noussair Mazraoui,Morocco,DEFENDER,FULL_BACK,28,1997-11-14,8,661,0,2,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250075995,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250075995.jpg,2021-22
İlkay Gündoğan,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,35,1990-10-24,10,660,0,2,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250005335,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250005335.jpg,2021-22
Dayot Upamecano,France,DEFENDER,CENTRE_BACK,27,1998-10-27,8,660,0,0,0,3,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250079545,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250079545.jpg,2021-22
Phil Foden,England,MIDFIELDER,UNKNOWN,26,2000-05-28,11,658,3,2,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250101534,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250101534.jpg,2021-22
Nicolas Seiwald,Austria,MIDFIELDER,UNKNOWN,25,2001-05-04,8,649,0,1,0,2,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250114167,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250114167.jpg,2021-22
Pervis Estupiñán,Ecuador,DEFENDER,FULL_BACK,28,1998-01-21,10,645,0,0,0,2,0,Villarreal CF,VIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/70691.png,250147277,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250147277.jpg,2021-22
John Stones,England,DEFENDER,CENTRE_BACK,32,1994-05-28,8,637,0,0,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250064233,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250064233.jpg,2021-22
Marcelo Brozović,Croatia,MIDFIELDER,DEFENSIVE_MIDFIELDER,33,1992-11-16,8,635,1,0,0,0,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250040564,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250040564.jpg,2021-22
Kingsley Coman,France,FORWARD,WINGER,29,1996-06-13,9,632,2,3,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250054949,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250054949.jpg,2021-22
Lionel Messi,Argentina,FORWARD,UNKNOWN,38,1987-06-24,7,630,5,0,2,1,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,95803,https://img.uefa.com/imgml/TP/players/1/2022/324x324/95803.jpg,2021-22
Dušan Tadić,Serbia,FORWARD,STRIKER,37,1988-11-20,7,630,2,2,0,0,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,1902464,https://img.uefa.com/imgml/TP/players/1/2022/324x324/1902464.jpg,2021-22
Presnel Kimpembe,France,DEFENDER,UNKNOWN,30,1995-08-13,7,630,0,0,0,3,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250064583,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250064583.jpg,2021-22
Benjamin André,France,MIDFIELDER,CENTRAL_MIDFIELDER,35,1990-08-03,7,630,0,0,0,3,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250025791,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250025791.jpg,2021-22
Antonio Adán,Spain,GOALKEEPER,UNKNOWN,39,1987-05-13,7,630,0,0,0,1,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,69543,https://img.uefa.com/imgml/TP/players/1/2022/324x324/69543.jpg,2021-22
Joël Matip,Cameroon,DEFENDER,UNKNOWN,34,1991-08-08,7,630,0,0,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250018116,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250018116.jpg,2021-22
David de Gea,Spain,GOALKEEPER,GOALKEEPER,35,1990-11-07,7,630,0,0,0,0,0,Manchester United,MUN,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,1901746,https://img.uefa.com/imgml/TP/players/1/2022/324x324/1901746.jpg,2021-22
Wojciech Szczęsny,Poland,GOALKEEPER,GOALKEEPER,36,1990-04-18,7,630,0,0,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,108501,https://img.uefa.com/imgml/TP/players/1/2022/324x324/108501.jpg,2021-22
Steven Berghuis,Netherlands,FORWARD,WINGER,34,1991-12-19,8,628,3,1,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250014668,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250014668.jpg,2021-22
Matthijs de Ligt,Netherlands,DEFENDER,CENTRE_BACK,26,1999-08-12,7,627,0,0,0,2,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,50327424,https://img.uefa.com/imgml/TP/players/1/2022/324x324/50327424.jpg,2021-22
Darwin Núñez,Uruguay,FORWARD,STRIKER,26,1999-06-24,10,613,6,0,1,1,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250144965,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250144965.jpg,2021-22
Matheus Reis,Brazil,DEFENDER,UNKNOWN,31,1995-02-18,8,611,0,0,0,0,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,250121330,https://img.uefa.com/imgml/TP/players/1/2022/324x324/250121330.jpg,2021-22
Cristiano Ronaldo,Portugal,FORWARD,STRIKER,41,1985-02-05,7,611,6,0,0,1,0,Manchester United,MUN,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,63706,https://img.uefa.com/imgml/TP/players/1/2022/324x324/63706.jpg,2021-22
